GeneName	GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SLC20A1	ENSG00000144136	10988.22739	-0.269012668	0.091582219	-2.937389727	0.003309879	0.01188238
ALKBH2	ENSG00000189046	1093.277262	-0.268728481	0.109706539	-2.449521094	0.014304633	0.040910619
DGKZ	ENSG00000149091	4131.99301	-0.268660625	0.096860166	-2.773695702	0.005542349	0.018369301
DMAP1	ENSG00000178028	1217.822159	-0.268650178	0.113301437	-2.371110075	0.017734748	0.049225884
PSMD12	ENSG00000197170	5299.379857	-0.268627519	0.082261942	-3.265513972	0.001092656	0.004585733
ZNF562	ENSG00000171466	2025.719593	-0.268582532	0.098389284	-2.729794558	0.006337381	0.020617381
U2AF2	ENSG00000063244	12472.89735	-0.268421572	0.080228483	-3.345714177	0.000820709	0.003567733
FAM96A	ENSG00000166797	1430.920435	-0.267793486	0.102680256	-2.608032912	0.00910642	0.027908277
UPF1	ENSG00000005007	8244.984209	-0.267730725	0.085617582	-3.127053097	0.00176568	0.006938164
ABTB2	ENSG00000166016	3869.483257	-0.267189426	0.101272699	-2.638316446	0.008331879	0.025964655
PYURF	ENSG00000145337	4637.637226	-0.267123548	0.085254483	-3.133249302	0.001728825	0.006814018
SRM	ENSG00000116649	9434.278149	-0.266936377	0.095996318	-2.780693921	0.005424285	0.018024626
MTDH	ENSG00000147649	15844.51994	-0.266630893	0.097012589	-2.748415405	0.005988409	0.01965073
KCTD3	ENSG00000136636	3984.480113	-0.266281946	0.08772964	-3.035256355	0.002403313	0.008991307
PSMD3	ENSG00000108344	9037.94732	-0.266184255	0.096195076	-2.767129727	0.005655225	0.018692482
SPRED2	ENSG00000198369	2990.131435	-0.26616911	0.097550148	-2.728536206	0.006361611	0.020670247
UBAP1	ENSG00000165006	3070.737717	-0.266152091	0.103065422	-2.582360663	0.009812698	0.029721133
PAQR3	ENSG00000163291	2204.146528	-0.26590829	0.096440479	-2.757226977	0.005829387	0.019197819
KAT6B	ENSG00000156650	1698.21517	-0.26582913	0.106290052	-2.500978453	0.012385071	0.036247908
UBLCP1	ENSG00000164332	2363.652744	-0.265517134	0.103358524	-2.568894407	0.010202354	0.03070387
NUDC	ENSG00000090273	8731.452135	-0.265351513	0.081382084	-3.260564261	0.001111908	0.004661494
POLR2C	ENSG00000102978	2970.870374	-0.265042729	0.088622657	-2.990688124	0.002783496	0.010226552
QTRT1	ENSG00000213339	1778.325808	-0.264976908	0.102200559	-2.592714861	0.009522168	0.02895969
YTHDF1	ENSG00000149658	3410.640885	-0.264825875	0.093180352	-2.842078504	0.004482045	0.015373089
ACP1	ENSG00000143727	4575.260017	-0.264753439	0.103113	-2.567604861	0.010240381	0.030806381
UBE2M	ENSG00000130725	5036.482912	-0.264591268	0.092387497	-2.863929398	0.004184213	0.014540887
NAA30	ENSG00000139977	1713.546666	-0.264560012	0.099954124	-2.646814381	0.008125394	0.02544876
FERMT2	ENSG00000073712	8029.604318	-0.264099515	0.096774406	-2.729022333	0.00635224	0.020645584
JOSD1	ENSG00000100221	4653.082659	-0.264051698	0.102261021	-2.58213439	0.009819134	0.029734833
PPP1R37	ENSG00000104866	1617.979125	-0.263646562	0.101637089	-2.593999526	0.009486662	0.028891282
KCTD9	ENSG00000104756	2176.241614	-0.263450701	0.099318719	-2.652578519	0.007987955	0.025089087
DUSP7	ENSG00000164086	3100.62757	-0.263271434	0.104681826	-2.514967911	0.011904322	0.035038838
RBFA	ENSG00000101546	1395.391703	-0.263178382	0.101418014	-2.594986548	0.009459462	0.028836701
STK17B	ENSG00000081320	3263.919326	-0.263062176	0.106603331	-2.467673123	0.013599444	0.039255008
B3GNT5	ENSG00000176597	3317.382289	-0.262776841	0.099242434	-2.647827443	0.008101086	0.025393099
UQCC2	ENSG00000137288	1891.209125	-0.262721302	0.106342895	-2.470511103	0.013492013	0.03900286
GTF2E2	ENSG00000197265	2190.619985	-0.262557908	0.107111851	-2.451249855	0.01423611	0.04075965
PHF20L1	ENSG00000129292	3486.339985	-0.26224229	0.108241273	-2.422756891	0.015403231	0.043635
RNF31	ENSG00000092098	1113.117346	-0.262228152	0.109705042	-2.39030174	0.016834536	0.047156726
KIAA0368	ENSG00000136813	11543.82926	-0.26121772	0.098125198	-2.662086038	0.007765803	0.024520182
SLTM	ENSG00000137776	5496.86071	-0.261106253	0.100184314	-2.606258847	0.009153726	0.028025621
EIF3B	ENSG00000106263	34638.18118	-0.261064376	0.07517693	-3.472666072	0.000515316	0.002375713
STRN	ENSG00000115808	2148.483364	-0.261039057	0.094934515	-2.749674946	0.005965441	0.019579497
NUP98	ENSG00000110713	8561.902348	-0.260984458	0.080322441	-3.249209738	0.001157261	0.004832078
AGAP3	ENSG00000133612	3578.544771	-0.260825587	0.097147349	-2.684845128	0.007256342	0.023170498
PRPF4	ENSG00000136875	4216.604721	-0.260458347	0.085884356	-3.032663447	0.002424058	0.009062373
PITPNB	ENSG00000180957	6668.239576	-0.260438104	0.089466969	-2.910997282	0.003602772	0.012780341
TMED8	ENSG00000100580	2093.215617	-0.260386749	0.100991309	-2.578308494	0.009928532	0.02998432
PNN	ENSG00000100941	9412.562947	-0.260237239	0.083641376	-3.111345753	0.001862367	0.007257536
CDC73	ENSG00000134371	3300.899964	-0.26017857	0.107344359	-2.423774968	0.01536012	0.043522839
EMD	ENSG00000102119	4540.396678	-0.260177014	0.105998085	-2.45454448	0.014106321	0.040462595
FAM193B	ENSG00000146067	1235.132546	-0.260169306	0.107980364	-2.40941313	0.015978199	0.045099382
ZBED4	ENSG00000100426	2768.604705	-0.260113196	0.098221213	-2.648238489	0.008091242	0.025372477
CPSF2	ENSG00000165934	6303.315756	-0.25980598	0.098304184	-2.642878138	0.008220462	0.025684398
CCDC137	ENSG00000185298	2882.697485	-0.259458169	0.104200394	-2.489992211	0.012774589	0.037177883
SNRNP40	ENSG00000060688	3267.592817	-0.259313738	0.096311584	-2.692446002	0.007093002	0.022700236
MGA	ENSG00000174197	1950.257933	-0.259091719	0.107564852	-2.408702407	0.016009346	0.045170888
MBNL1	ENSG00000152601	13778.31735	-0.258570815	0.084176558	-3.071767503	0.002127954	0.008131432
TTF2	ENSG00000116830	3120.977581	-0.258371367	0.097011305	-2.663311938	0.007737565	0.024450894
BMP2K	ENSG00000138756	2430.852584	-0.257768776	0.095846112	-2.689402519	0.007158005	0.022889415
XAB2	ENSG00000076924	2923.808705	-0.257722611	0.093298779	-2.762336358	0.005738932	0.01893202
PIP4K2A	ENSG00000150867	2353.160524	-0.257675943	0.103477151	-2.49017238	0.012768115	0.037171038
SRP68	ENSG00000167881	6666.806122	-0.257632174	0.105783071	-2.435476414	0.014872194	0.042323525
SSFA2	ENSG00000138434	6060.803764	-0.257628484	0.088663056	-2.90570273	0.003664294	0.012981776
BAG1	ENSG00000107262	2312.196093	-0.257513639	0.104616822	-2.461493624	0.013835986	0.03982683
FBXO22	ENSG00000167196	1951.205368	-0.257477552	0.102933181	-2.501404782	0.01237017	0.036211116
PSMG2	ENSG00000128789	2234.889525	-0.257392381	0.099261802	-2.593065774	0.009512458	0.028941485
TINF2	ENSG00000092330	1333.849298	-0.257385279	0.105526523	-2.439057694	0.014725617	0.041990975
EIF3M	ENSG00000149100	8235.959002	-0.257358641	0.09369671	-2.746720158	0.006019447	0.019735913
TGFBRAP1	ENSG00000135966	1992.800649	-0.257214509	0.099909446	-2.574476398	0.010039194	0.030253851
RAN	ENSG00000132341	28058.02325	-0.257168044	0.081210932	-3.166667785	0.001541964	0.006188961
CELF1	ENSG00000149187	5872.020872	-0.257093298	0.101305204	-2.537809389	0.011154872	0.033127696
WDR12	ENSG00000138442	3403.271932	-0.256850743	0.08787126	-2.923034711	0.003466379	0.012378445
MRPS23	ENSG00000181610	2703.352135	-0.256816543	0.10273206	-2.499867555	0.012423974	0.036313896
FAM136A	ENSG00000035141	3309.048548	-0.256766048	0.090670086	-2.831871664	0.004627642	0.01577499
CBFB	ENSG00000067955	3505.032875	-0.256372692	0.094014114	-2.726959613	0.006392086	0.020751914
EIF4H	ENSG00000106682	21310.1548	-0.256142093	0.083222607	-3.077794648	0.002085386	0.008004193
MRPL57	ENSG00000173141	2112.465889	-0.255637821	0.105530737	-2.422401543	0.015418303	0.043669737
TIPRL	ENSG00000143155	2558.120053	-0.25544436	0.106642552	-2.395332411	0.016605303	0.046649136
JTB	ENSG00000143543	5416.799704	-0.255086427	0.084614863	-3.014676359	0.002572536	0.009539437
MBD2	ENSG00000134046	4507.209755	-0.254646016	0.093638493	-2.719458727	0.006538885	0.021148974
USP19	ENSG00000172046	3909.837969	-0.254361722	0.087187639	-2.917405772	0.003529563	0.01257518
EIF5A	ENSG00000132507	29820.46294	-0.254118761	0.077762433	-3.267885947	0.00108354	0.004549932
SLAIN2	ENSG00000109171	5327.672062	-0.253929813	0.083298467	-3.048433199	0.002300381	0.008670922
PCGF2	ENSG00000277258	2264.132353	-0.253842932	0.096578105	-2.62836936	0.00857953	0.026560653
CCT8	ENSG00000156261	16411.78798	-0.253762114	0.096837478	-2.620494852	0.008780226	0.027113575
PRPF31	ENSG00000105618	4669.039178	-0.253384015	0.100493212	-2.52140429	0.011688747	0.034495787
KBTBD2	ENSG00000170852	1711.289604	-0.25259527	0.10146859	-2.489393718	0.012796117	0.037233562
ATIC	ENSG00000138363	7586.082247	-0.252528379	0.092955457	-2.716660079	0.00659443	0.021295595
C1QBP	ENSG00000108561	7812.081821	-0.25241395	0.090344295	-2.793911327	0.005207476	0.017441676
EEF1D	ENSG00000104529	16255.17047	-0.251993021	0.082316518	-3.061269189	0.002204008	0.008364468
B4GALT2	ENSG00000117411	4802.752597	-0.251767681	0.086694695	-2.904072532	0.003683428	0.013042642
NABP2	ENSG00000139579	2445.35574	-0.251681871	0.098434583	-2.556843989	0.010562658	0.031641146
SOAT1	ENSG00000057252	2792.015296	-0.250609176	0.095290582	-2.62994695	0.008539819	0.026468361
PSMC1	ENSG00000100764	6206.956141	-0.250522697	0.082631938	-3.031790148	0.002431082	0.009082076
PPP1R9B	ENSG00000108819	7734.297079	-0.250126001	0.086081764	-2.905679324	0.003664568	0.012981776
FUS	ENSG00000089280	25599.21782	-0.249778277	0.09189688	-2.718027835	0.006567231	0.021218574
PPP1CC	ENSG00000186298	10201.48993	-0.24900003	0.097437166	-2.555493335	0.010603739	0.031733624
TSN	ENSG00000211460	4983.82493	-0.248892401	0.088647452	-2.807665597	0.004990202	0.016877633
DYRK2	ENSG00000127334	2061.329404	-0.2483846	0.103903454	-2.390532659	0.016823953	0.047135578
DGKD	ENSG00000077044	2674.691609	-0.248379533	0.096383337	-2.576996615	0.009966293	0.030074981
ADPRHL2	ENSG00000116863	1498.510844	-0.248177943	0.102885719	-2.412170949	0.015857844	0.044824801
LARP4	ENSG00000161813	5890.321871	-0.248029635	0.083447394	-2.972287363	0.002955899	0.010763267
SGTA	ENSG00000104969	5859.381	-0.247974785	0.089769538	-2.762348902	0.005738712	0.01893202
XPO1	ENSG00000082898	16565.85883	-0.24730302	0.091531258	-2.701842248	0.006895647	0.022137007
IRF2BPL	ENSG00000119669	4700.471894	-0.246644944	0.088781279	-2.778118859	0.005467461	0.018136567
SF3B2	ENSG00000087365	15849.26647	-0.246390685	0.078175013	-3.151783114	0.001622768	0.006461195
NADK2	ENSG00000152620	2529.913019	-0.245857693	0.101754153	-2.416193213	0.015683737	0.044373011
DENND4B	ENSG00000198837	3008.339375	-0.245608747	0.089992249	-2.729221111	0.006348412	0.020644627
FMR1	ENSG00000102081	2641.649215	-0.244930545	0.092881623	-2.637018374	0.00836383	0.026034748
CDC5L	ENSG00000096401	3652.983802	-0.244688741	0.09124933	-2.68154013	0.007328412	0.023371816
G3BP1	ENSG00000145907	14180.52184	-0.244529246	0.085750446	-2.851638166	0.004349458	0.015011087
PDCD11	ENSG00000148843	9033.136186	-0.244135124	0.084417711	-2.891989399	0.003828109	0.013465966
CTTNBP2NL	ENSG00000143079	3246.214414	-0.243643067	0.092586735	-2.631511588	0.008500597	0.026374082
EDC3	ENSG00000179151	2344.850706	-0.242567078	0.092887537	-2.611406068	0.009017076	0.027683598
STK39	ENSG00000198648	2300.787618	-0.24217102	0.098191546	-2.466312331	0.013651224	0.039367912
MGME1	ENSG00000125871	1759.654339	-0.242006877	0.102249941	-2.366816798	0.017941812	0.049756191
PDE12	ENSG00000174840	2498.925985	-0.240844207	0.099146058	-2.429185912	0.01513277	0.042941925
DNTTIP2	ENSG00000067334	4093.653831	-0.240294734	0.101232527	-2.373690949	0.017611284	0.048961891
LRRC47	ENSG00000130764	2874.767784	-0.239800822	0.093046984	-2.57720146	0.009960388	0.030063001
CSK	ENSG00000103653	4188.663361	-0.239595329	0.090590488	-2.64481773	0.008173493	0.025573637
CKAP2	ENSG00000136108	3978.720319	-0.239456041	0.095763769	-2.500486795	0.012402276	0.036277765
NSFL1C	ENSG00000088833	2862.117137	-0.239106942	0.100238778	-2.385373677	0.017061781	0.047698711
TIPARP	ENSG00000163659	5968.746045	-0.238481194	0.095314468	-2.502046109	0.012347784	0.036166022
SLC25A5	ENSG00000005022	18481.25995	-0.23826754	0.086935277	-2.740746311	0.006129982	0.02004756
RAD50	ENSG00000113522	9149.680235	-0.23735636	0.099180922	-2.393165487	0.016703705	0.046866272
RBM8A	ENSG00000265241	6118.914096	-0.236719918	0.086742402	-2.728998887	0.006352692	0.020645584
PPP2CA	ENSG00000113575	8306.131901	-0.236645976	0.088546544	-2.672560271	0.007527485	0.023889043
IDH3B	ENSG00000101365	3503.527161	-0.235982562	0.093589575	-2.521462056	0.011686828	0.034495787
NSD1	ENSG00000165671	6057.50198	-0.235616609	0.087967291	-2.678457022	0.007396222	0.023520502
RDX	ENSG00000137710	4452.906212	-0.234888022	0.091927232	-2.555151692	0.010614153	0.031758674
PHIP	ENSG00000146247	5891.92734	-0.234837868	0.081247089	-2.890415768	0.003847326	0.013515212
POM121	ENSG00000196313	3746.068782	-0.234425255	0.089751471	-2.611937747	0.009003065	0.027677101
RFT1	ENSG00000163933	2334.844613	-0.234117866	0.098988312	-2.365106149	0.018024904	0.049950968
RAB35	ENSG00000111737	3944.173144	-0.233707998	0.091778187	-2.546443818	0.010882673	0.032412345
PRKDC	ENSG00000253729	44102.37075	-0.233503386	0.07748598	-3.013492078	0.002582598	0.009567617
VBP1	ENSG00000155959	2737.186501	-0.233157408	0.092650294	-2.516531748	0.011851622	0.034903555
EIF2B5	ENSG00000145191	3378.642663	-0.232855174	0.090794707	-2.564633785	0.010328475	0.031047357
DHX38	ENSG00000140829	5478.62698	-0.23230182	0.084706042	-2.742446878	0.006098331	0.019956658
CBL	ENSG00000110395	6565.803808	-0.229954337	0.086954727	-2.644529453	0.008180459	0.025590279
POLDIP3	ENSG00000100227	4785.714427	-0.229550689	0.084924785	-2.702988176	0.006871919	0.022069951
EIF1AX	ENSG00000173674	6637.167535	-0.229001604	0.083943316	-2.728050499	0.006370985	0.020696207
ANKRD27	ENSG00000105186	3471.321168	-0.228607993	0.088078217	-2.595511135	0.009445034	0.028809672
TOM1L1	ENSG00000141198	2812.573141	-0.228455868	0.094911722	-2.407035322	0.016082614	0.045352914
USF2	ENSG00000105698	3270.740417	-0.228132836	0.090601214	-2.517988721	0.01180271	0.034785875
CTBP1	ENSG00000159692	6892.970129	-0.226783152	0.093507097	-2.425304182	0.015295565	0.043361615
TMX1	ENSG00000139921	4025.769565	-0.226048228	0.088509564	-2.553941279	0.010651122	0.031857021
SEPT10	ENSG00000186522	5419.179294	-0.226005741	0.095143773	-2.375412845	0.017529332	0.048817126
MAP7D1	ENSG00000116871	13492.14486	-0.225017179	0.084821073	-2.652845227	0.007981646	0.02507941
LSM4	ENSG00000130520	6416.688737	-0.224739625	0.087877	-2.557433957	0.010544758	0.031605802
IPO7	ENSG00000205339	19083.27493	-0.224547081	0.085791991	-2.617343157	0.00886172	0.027321454
TPR	ENSG00000047410	11209.72021	-0.223822168	0.081346764	-2.75145756	0.005933071	0.01949796
MYO10	ENSG00000145555	7601.157645	-0.223474401	0.086987639	-2.569036294	0.010198178	0.030697245
WIZ	ENSG00000011451	4866.671796	-0.222770738	0.091258971	-2.441083163	0.014643282	0.041786862
PTPN11	ENSG00000179295	16837.58259	-0.222544005	0.09265608	-2.401828413	0.016313358	0.045936928
NUDCD1	ENSG00000120526	2722.819963	-0.222043647	0.089875307	-2.470574546	0.01348962	0.03900286
PSMA7	ENSG00000101182	13072.9152	-0.221997154	0.078724663	-2.819918762	0.004803581	0.01631391
TRMT112	ENSG00000173113	5021.025041	-0.221987996	0.085599934	-2.593319701	0.009505436	0.02892937
DUS1L	ENSG00000169718	4521.588394	-0.220110463	0.090995812	-2.418907625	0.015567193	0.044059323
ARID1A	ENSG00000117713	6831.632135	-0.218850583	0.083152134	-2.631929845	0.008490139	0.026352158
AMMECR1	ENSG00000101935	2817.203848	-0.218556996	0.091217873	-2.395988731	0.0165756	0.046599385
POFUT1	ENSG00000101346	6576.411366	-0.218514421	0.0860304	-2.539967499	0.011086277	0.032961896
GRSF1	ENSG00000132463	8831.047578	-0.218338761	0.087551688	-2.493826964	0.012637413	0.036868414
BAG6	ENSG00000204463	10421.37218	-0.217517599	0.082691701	-2.6304647	0.008526822	0.02643434
PSMB2	ENSG00000126067	6176.199689	-0.217293757	0.084868242	-2.560365939	0.0104562	0.031382734
IMPDH2	ENSG00000178035	19309.73309	-0.216338931	0.080892591	-2.674397336	0.007486369	0.023768267
PIP5K1A	ENSG00000143398	6173.882871	-0.216155659	0.087928839	-2.458302213	0.013959565	0.040100849
HNRNPA0	ENSG00000177733	10048.95958	-0.216068827	0.081481633	-2.651748846	0.008007608	0.025135576
YAP1	ENSG00000137693	11196.51554	-0.215134135	0.082380849	-2.611458082	0.009015704	0.027683598
EFTUD2	ENSG00000108883	9358.361072	-0.215091908	0.090924338	-2.365614235	0.018000189	0.049900275
SLC2A4RG	ENSG00000125520	5639.47504	-0.214608103	0.090695882	-2.366238683	0.017969855	0.04982507
PHF6	ENSG00000156531	3018.634139	-0.213888086	0.089148618	-2.399230539	0.016429567	0.046222285
NCLN	ENSG00000125912	10162.47575	-0.211837896	0.082544039	-2.566362125	0.010277147	0.030911002
PSMD11	ENSG00000108671	5935.523037	-0.2034892	0.083602805	-2.433999666	0.014933009	0.042465488
ZMIZ1	ENSG00000108175	5159.067036	-0.202939281	0.08506491	-2.385699134	0.017046691	0.047673676
ATN1	ENSG00000111676	9832.334012	-0.196893532	0.080337547	-2.450828279	0.014252793	0.0407999
YWHAE	ENSG00000108953	18450.43573	-0.193284998	0.07831684	-2.467987716	0.013587498	0.039227812
KCTD20	ENSG00000112078	8143.256377	-0.191849415	0.080958121	-2.369736522	0.017800765	0.049391483
WDR82	ENSG00000164091	8288.500213	-0.189728991	0.079481849	-2.387073183	0.01698311	0.047521519
HDLBP	ENSG00000115677	40585.97675	0.187631841	0.074109481	2.53181965	0.011347234	0.033641236
RPL22	ENSG00000116251	17910.16093	0.192717163	0.077387085	2.490301367	0.012763482	0.037168972
HADHA	ENSG00000084754	10624.40333	0.195277276	0.078777398	2.478849033	0.013180708	0.038223808
CAPZB	ENSG00000077549	10274.10474	0.199517318	0.077615239	2.570594656	0.010152408	0.030565395
SHISA5	ENSG00000164054	8836.750018	0.200933471	0.084203823	2.386274912	0.017020023	0.047613773
RPS26	ENSG00000197728	10540.03799	0.204410253	0.081403625	2.511070635	0.012036561	0.03538116
RCN1	ENSG00000049449	21614.67628	0.204827272	0.08628374	2.373880313	0.017602255	0.048954033
RPS27	ENSG00000177954	16662.54949	0.206158306	0.082047743	2.512662746	0.011982382	0.035248571
ANXA5	ENSG00000164111	21312.28633	0.207251466	0.086283428	2.401984624	0.016306394	0.045925637
MPZL1	ENSG00000197965	6173.10705	0.207381255	0.08517071	2.43488936	0.014896344	0.042384489
GLYR1	ENSG00000140632	4938.645676	0.208379133	0.082983745	2.511083733	0.012036114	0.03538116
RPS25	ENSG00000118181	35074.84098	0.2097882	0.084038467	2.496335414	0.012548389	0.036643087
ESYT1	ENSG00000139641	11825.20482	0.209919121	0.087702851	2.393526749	0.016687264	0.046828598
DAP	ENSG00000112977	12200.16521	0.209964985	0.07768882	2.702640944	0.006879101	0.022088453
UBC	ENSG00000150991	26189.78399	0.212933372	0.078089217	2.726796105	0.006395254	0.020757863
MACF1	ENSG00000127603	18624.33869	0.213043994	0.08876477	2.400096283	0.01639076	0.046129808
DESI1	ENSG00000100418	4636.806851	0.214862614	0.087682215	2.450469727	0.014266996	0.040833036
DDX5	ENSG00000108654	27836.9967	0.215641075	0.088671475	2.431910313	0.015019426	0.042664394
RPL11	ENSG00000142676	33817.34336	0.215948053	0.073980463	2.918987599	0.003511702	0.012517284
ATP5E	ENSG00000124172	4934.655133	0.216231695	0.082258259	2.628692814	0.008571375	0.026545982
CRTAP	ENSG00000170275	14357.36001	0.21662585	0.080537832	2.689740276	0.007150765	0.022875677
SDCBP	ENSG00000137575	6309.720016	0.217731045	0.085057531	2.559809142	0.010472966	0.031426987
DOCK9	ENSG00000088387	4136.534697	0.21811316	0.088265269	2.471109673	0.01346945	0.038959376
ETFA	ENSG00000140374	6217.7194	0.218473648	0.080252528	2.722327301	0.00648239	0.020979348
APLP2	ENSG00000084234	17928.02175	0.221150787	0.078930373	2.801846482	0.005081105	0.017132881
LRRC41	ENSG00000132128	4638.643661	0.221459223	0.085254766	2.597616936	0.009387315	0.028661742
ACADVL	ENSG00000072778	5000.846873	0.221782954	0.089398239	2.480842524	0.013107227	0.03804621
FURIN	ENSG00000140564	5021.867195	0.221957008	0.088161594	2.517615635	0.011815218	0.034816136
FBXO18	ENSG00000134452	3845.759062	0.222073	0.08764648	2.533735537	0.011285387	0.033477037
P3H1	ENSG00000117385	3961.720107	0.222129106	0.087247617	2.545961867	0.010897709	0.03245091
EXTL3	ENSG00000012232	2956.657189	0.222782337	0.091708597	2.429241588	0.015130447	0.042941925
RPL23	ENSG00000125691	27452.06352	0.222947572	0.078112646	2.854180252	0.004314804	0.014904728
CALR	ENSG00000179218	41078.46616	0.223005136	0.090097663	2.475148938	0.013318062	0.038586131
FIS1	ENSG00000214253	2729.79219	0.224531589	0.094844276	2.367370999	0.017914964	0.049690605
CD151	ENSG00000177697	20511.62074	0.225394301	0.082549278	2.730421232	0.006325345	0.020591157
CALM2	ENSG00000143933	22881.77861	0.228251254	0.085857766	2.658481174	0.007849374	0.024743837
ARL2BP	ENSG00000102931	3563.858031	0.231001324	0.086766364	2.662337246	0.007760009	0.024507589
MTATP6P1	ENSG00000248527	17062.68582	0.231197884	0.080832865	2.860196571	0.004233785	0.014670513
ARAP1	ENSG00000186635	2886.654092	0.232372014	0.091746969	2.532748675	0.011317206	0.033558616
PLXNA1	ENSG00000114554	7377.552289	0.23268658	0.097132464	2.395559323	0.016595029	0.046633979
SKP1	ENSG00000113558	8799.807024	0.233247544	0.080756265	2.888290402	0.003873421	0.01358845
ARPC4	ENSG00000241553	4233.039877	0.233376304	0.08603482	2.712579668	0.006676173	0.02152581
DYNLT1	ENSG00000146425	3916.716462	0.23352151	0.088675039	2.633452578	0.008452164	0.026244771
SARAF	ENSG00000133872	6509.798512	0.233658509	0.093391478	2.501925383	0.012351996	0.03617154
GIT2	ENSG00000139436	2561.83342	0.233793673	0.097976263	2.386227717	0.017022207	0.047613773
PFN2	ENSG00000070087	9744.20328	0.233973111	0.091853145	2.547252033	0.010857499	0.032362176
ARPC1A	ENSG00000241685	6009.93359	0.234374807	0.096776664	2.421811193	0.015443372	0.04373277
TSPO	ENSG00000100300	9968.401051	0.236460335	0.082607158	2.86246786	0.004203559	0.014582033
KDELR2	ENSG00000136240	15671.01759	0.23662733	0.082512924	2.867760812	0.004133879	0.01438205
RAB11FIP5	ENSG00000135631	4334.856678	0.236932319	0.084902538	2.790638818	0.005260414	0.017572664
ECI2	ENSG00000198721	3222.960609	0.237166695	0.099146741	2.392077568	0.016753301	0.04698846
TIA1	ENSG00000116001	3412.758853	0.23769119	0.093156525	2.551524862	0.010725267	0.032029473
TSC2	ENSG00000103197	3217.921381	0.238282619	0.089198965	2.67136081	0.00755444	0.023945247
FAM32A	ENSG00000105058	2297.079873	0.238564402	0.098020516	2.433821128	0.014940376	0.042470896
FSTL3	ENSG00000070404	11142.44762	0.238783317	0.08375815	2.850866656	0.004360025	0.015037538
GPAM	ENSG00000119927	3694.773036	0.239305254	0.093910991	2.548213482	0.010827619	0.0322855
COPB1	ENSG00000129083	8225.20349	0.240009195	0.095867663	2.503546947	0.012295537	0.036040161
CFL2	ENSG00000165410	4556.119312	0.240068598	0.095044673	2.525850106	0.011541871	0.034159631
MYL12B	ENSG00000118680	12000.91941	0.240104926	0.079955081	3.002997717	0.002673344	0.009861487
C5orf24	ENSG00000181904	3860.454153	0.240421832	0.092405489	2.601813321	0.009273231	0.028353621
MRPL33	ENSG00000243147	2368.008882	0.241783109	0.093980169	2.572703495	0.010090762	0.030391575
PDLIM4	ENSG00000131435	3022.772215	0.242480546	0.088184456	2.74969713	0.005965037	0.019579497
MGAT5	ENSG00000152127	4017.637925	0.242842902	0.092288769	2.631337523	0.008504952	0.026379838
RBMS1	ENSG00000153250	2261.912773	0.243082762	0.101916941	2.385106543	0.017074176	0.047724778
GMFB	ENSG00000197045	6774.484633	0.243292013	0.08710079	2.793223961	0.005218555	0.017463729
RXRA	ENSG00000186350	5734.719538	0.243761558	0.098056098	2.485939815	0.012920982	0.037575781
GLUL	ENSG00000135821	6220.486447	0.24416705	0.083249793	2.93294483	0.003357635	0.01203992
C5orf15	ENSG00000113583	2096.139718	0.244387391	0.096108226	2.54283531	0.010995704	0.032711378
UHMK1	ENSG00000152332	6761.515803	0.24445399	0.083973055	2.911100359	0.003601583	0.012779042
SNX3	ENSG00000112335	6188.039081	0.245337314	0.084844425	2.89161384	0.003832687	0.01347902
APP	ENSG00000142192	26836.96512	0.245463755	0.096727768	2.537676196	0.011159118	0.033127765
MT-ATP8	ENSG00000228253	16242.56519	0.245727325	0.079981181	3.072314294	0.00212406	0.008124541
DDA1	ENSG00000130311	2760.030874	0.2459793	0.0955101	2.575427114	0.010011637	0.030194227
STK25	ENSG00000115694	7307.833947	0.247040351	0.081448763	3.033076778	0.00242074	0.009052146
DOCK5	ENSG00000147459	5906.589528	0.247680466	0.097510406	2.54004138	0.011083935	0.03296124
IP6K2	ENSG00000068745	2907.677256	0.247789764	0.094813626	2.613440432	0.008963571	0.027573803
BIRC6	ENSG00000115760	7139.914073	0.24786092	0.091927593	2.696262495	0.007012238	0.022478795
ZNF638	ENSG00000075292	5101.821653	0.248501031	0.087141346	2.851700621	0.004348604	0.015011087
CLU	ENSG00000120885	5998.281857	0.248583748	0.103679198	2.397624143	0.016501788	0.046400269
TMED4	ENSG00000158604	3117.832725	0.248717613	0.086484869	2.875851168	0.004029397	0.014075264
UROS	ENSG00000188690	2408.09582	0.248789272	0.097680362	2.546973266	0.010866176	0.032369415
ZYG11B	ENSG00000162378	2431.472123	0.248822227	0.096274521	2.584507561	0.009751817	0.029571314
NRBP1	ENSG00000115216	4890.602207	0.248826269	0.094685674	2.627918882	0.0085909	0.02658526
TRAPPC3	ENSG00000054116	2296.653186	0.248850829	0.099814085	2.49314341	0.012661769	0.036918679
MUT	ENSG00000146085	1758.768331	0.248888176	0.098498499	2.526822005	0.011509982	0.03407823
TNK2	ENSG00000061938	2574.133861	0.249173886	0.099908481	2.49402137	0.012630494	0.036855146
UQCRH	ENSG00000173660	6048.750731	0.249226987	0.096031115	2.595273273	0.009451574	0.028823962
TXN2	ENSG00000100348	3069.801044	0.249793506	0.093495704	2.671711049	0.00754656	0.023934916
GRHPR	ENSG00000137106	4094.72584	0.250802214	0.084620253	2.963855651	0.003038108	0.011029019
